Element,Component,forces,Loadcase
38,My_j,0.0,point
38,Mz_i,-4.180494968498745e-13,point
38,Mz_j,4.180494968498745e-13,point
38,Vx_i,0.0,point
38,Vx_j,0.0,point
38,Vy_i,-1.4786243331417646,point
38,Vy_j,1.4786243331417646,point
38,Vz_i,0.0,point
38,Vz_j,0.0,point
38,ddtheta_x,,point
38,ddtheta_y,,point
38,ddtheta_z,,point
38,ddx,,point
38,ddy,,point
38,ddz,,point
38,dtheta_x,,point
38,dtheta_y,,point
38,dtheta_z,,point
38,dx,,point
38,dy,,point
38,dz,,point
38,theta_x,,point
38,theta_y,,point
38,theta_z,,point
38,x,,point
38,y,,point
38,z,,point
39,Mx_i,-5.485224954315158,point
39,Mx_j,1.4595532711352392,point
39,My_i,-0.0,point
39,My_j,0.0,point
39,Mz_i,-1.2937916515863525e-12,point
39,Mz_j,1.2937916515863525e-12,point
39,Vx_i,0.0,point
39,Vx_j,0.0,point
39,Vy_i,3.354726402649934,point
39,Vy_j,-3.354726402649934,point
39,Vz_i,0.0,point
39,Vz_j,0.0,point
39,ddtheta_x,,point
39,ddtheta_y,,point
39,ddtheta_z,,point
39,ddx,,point
39,ddy,,point
39,ddz,,point
39,dtheta_x,,point
39,dtheta_y,,point
39,dtheta_z,,point
39,dx,,point
39,dy,,point
39,dz,,point
39,theta_x,,point
39,theta_y,,point
39,theta_z,,point
39,x,,point
39,y,,point
39,z,,point
40,Mx_i,1.400351497400568,point
40,Mx_j,-1.400351497400568,point
40,My_i,0.0,point
40,My_j,0.0,point
40,Mz_i,13.416451738649508,point
40,Mz_j,-14.784419920525185,point
40,Vx_i,0.0,point
40,Vx_j,0.0,point
40,Vy_i,-0.49246460575839734,point
40,Vy_j,0.49246460575839734,point
40,Vz_i,0.0,point
40,Vz_j,0.0,point
40,ddtheta_x,,point
40,ddtheta_y,,point
40,ddtheta_z,,point
40,ddx,,point
40,ddy,,point
40,ddz,,point
40,dtheta_x,,point
40,dtheta_y,,point
40,dtheta_z,,point
40,dx,,point
40,dy,,point
40,dz,,point
40,theta_x,,point
40,theta_y,,point
40,theta_z,,point
40,x,,point
40,y,,point
40,z,,point
41,Mx_i,1.420531980966621,point
41,Mx_j,-1.420531980966621,point
41,My_i,0.0,point
41,My_j,0.0,point
41,Mz_i,14.979118955342948,point
41,Mz_j,-16.552900545245684,point
41,Vx_i,0.0,point
41,Vx_j,0.0,point
41,Vy_i,-0.5665568399102657,point
41,Vy_j,0.5665568399102657,point
41,Vz_i,0.0,point
41,Vz_j,0.0,point
41,ddtheta_x,,point
41,ddtheta_y,,point
41,ddtheta_z,,point
41,ddx,,point
41,ddy,,point
41,ddz,,point
41,dtheta_x,,point
41,dtheta_y,,point
41,dtheta_z,,point
41,dx,,point
41,dy,,point
41,dz,,point
41,theta_x,,point
41,theta_y,,point
41,theta_z,,point
41,x,,point
41,y,,point
41,z,,point
42,Mx_i,1.4256669154886514,point
42,Mx_j,-1.4256669154886514,point
42,My_i,0.0,point
42,My_j,0.0,point
42,Mz_i,20.434362938016356,point
42,Mz_j,-22.989483648428113,point
42,Vx_i,0.0,point
42,Vx_j,0.0,point
42,Vy_i,-0.9198360970594556,point
42,Vy_j,0.9198360970594556,point
42,Vz_i,0.0,point
42,Vz_j,0.0,point
42,ddtheta_x,,point
42,ddtheta_y,,point
42,ddtheta_z,,point
42,ddx,,point
42,ddy,,point
42,ddz,,point
42,dtheta_x,,point
42,dtheta_y,,point
42,dtheta_z,,point
42,dx,,point
42,dy,,point
42,dz,,point
42,theta_x,,point
42,theta_y,,point
42,theta_z,,point
42,x,,point
42,y,,point
42,z,,point
43,Mx_i,1.219631213691633,point
43,Mx_j,-1.219631213691633,point
43,My_i,0.0,point
43,My_j,0.0,point
43,Mz_i,25.042259232914063,point
43,Mz_j,-28.002903990914742,point
43,Vx_i,0.0,point
43,Vx_j,0.0,point
43,Vy_i,-1.065823586291554,point
43,Vy_j,1.065823586291554,point
43,Vz_i,0.0,point
43,Vz_j,0.0,point
43,ddtheta_x,,point
43,ddtheta_y,,point
43,ddtheta_z,,point
43,ddx,,point
43,ddy,,point
43,ddz,,point
43,dtheta_x,,point
43,dtheta_y,,point
43,dtheta_z,,point
43,dx,,point
43,dy,,point
43,dz,,point
43,theta_x,,point
43,theta_y,,point
43,theta_z,,point
43,x,,point
43,y,,point
43,z,,point
44,Mx_i,1.1697983394362645,point
44,Mx_j,-1.1697983394362645,point
44,My_i,0.0,point
44,My_j,0.0,point
44,Mz_i,26.12754046800766,point
44,Mz_j,-28.78126967259958,point
44,Vx_i,0.0,point
44,Vx_j,0.0,point
44,Vy_i,-0.9553348709741238,point
44,Vy_j,0.9553348709741238,point
44,Vz_i,0.0,point
44,Vz_j,0.0,point
44,ddtheta_x,,point
44,ddtheta_y,,point
44,ddtheta_z,,point
44,ddx,,point
44,ddy,,point
44,ddz,,point
44,dtheta_x,,point
44,dtheta_y,,point
44,dtheta_z,,point
44,dx,,point
44,dy,,point
44,dz,,point
44,theta_x,,point
44,theta_y,,point
44,theta_z,,point
44,x,,point
44,y,,point
44,z,,point
45,Mx_i,1.6294359942779402,point
45,Mx_j,-0.8450745735553267,point
45,My_i,0.0,point
45,My_j,-0.0,point
45,Mz_i,6.025245234133584e-12,point
45,Mz_j,-6.025245234133584e-12,point
45,Vx_i,0.0,point
45,Vx_j,0.0,point
45,Vy_i,-0.6536345172688446,point
45,Vy_j,0.6536345172688446,point
45,Vz_i,0.0,point
45,Vz_j,0.0,point
45,ddtheta_x,,point
45,ddtheta_y,,point
45,ddtheta_z,,point
45,ddx,,point
45,ddy,,point
45,ddz,,point
45,dtheta_x,,point
45,dtheta_y,,point
45,dtheta_z,,point
45,dx,,point
45,dy,,point
45,dz,,point
45,theta_x,,point
45,theta_y,,point
45,theta_z,,point
45,x,,point
45,y,,point
45,z,,point
46,Mx_i,2.448306033478514,point
46,Mx_j,2.2052020366456135,point
46,My_i,0.0,point
46,My_j,0.0,point
46,Mz_i,6.393733445649687e-12,point
46,Mz_j,-6.393733445649687e-12,point
46,Vx_i,0.0,point
46,Vx_j,0.0,point
46,Vy_i,-1.1706938541192773,point
46,Vy_j,1.1706938541192773,point
46,Vz_i,0.0,point
46,Vz_j,0.0,point
46,ddtheta_x,,point
46,ddtheta_y,,point
46,ddtheta_z,,point
46,ddx,,point
46,ddy,,point
46,ddz,,point
46,dtheta_x,,point
46,dtheta_y,,point
46,dtheta_z,,point
46,dx,,point
46,dy,,point
46,dz,,point
46,theta_x,,point
46,theta_y,,point
46,theta_z,,point
46,x,,point
46,y,,point
46,z,,point
47,Mx_i,-0.6597356031299659,point
47,Mx_j,3.618275458481829,point
47,My_i,0.0,point
47,My_j,0.0,point
47,Mz_i,5.202441866873638e-12,point
47,Mz_j,-5.202441866873638e-12,point
47,Vx_i,0.0,point
47,Vx_j,0.0,point
47,Vy_i,-0.7442867560633616,point
47,Vy_j,0.7442867560633616,point
47,Vz_i,0.0,point
47,Vz_j,0.0,point
47,ddtheta_x,,point
47,ddtheta_y,,point
47,ddtheta_z,,point
47,ddx,,point
47,ddy,,point
47,ddz,,point
47,dtheta_x,,point
47,dtheta_y,,point
47,dtheta_z,,point
47,dx,,point
47,dy,,point
47,dz,,point
47,theta_x,,point
47,theta_y,,point
47,theta_z,,point
47,x,,point
47,y,,point
47,z,,point
48,Mx_i,-1.7824069130782083,point
48,Mx_j,1.9141221903229677,point
48,My_i,0.0,point
48,My_j,0.0,point
48,Mz_i,3.666768898682104e-12,point
48,Mz_j,-3.666768898682104e-12,point
48,Vx_i,0.0,point
48,Vx_j,0.0,point
48,Vy_i,-0.10976273103729957,point
48,Vy_j,0.10976273103729957,point
48,Vz_i,0.0,point
48,Vz_j,0.0,point
48,ddtheta_x,,point
48,ddtheta_y,,point
48,ddtheta_z,,point
48,ddx,,point
48,ddy,,point
48,ddz,,point
48,dtheta_x,,point
48,dtheta_y,,point
48,dtheta_z,,point
48,dx,,point
48,dy,,point
48,dz,,point
48,theta_x,,point
48,theta_y,,point
48,theta_z,,point
48,x,,point
48,y,,point
48,z,,point
49,Mx_i,-1.138948491943301,point
49,Mx_j,1.138948491943301,point
49,My_i,-0.0,point
49,My_j,0.0,point
49,Mz_i,14.784419920525096,point
49,Mz_j,-13.833223576738197,point
49,Vx_i,0.0,point
49,Vx_j,0.0,point
49,Vy_i,0.34242794433972895,point
49,Vy_j,-0.34242794433972895,point
49,Vz_i,0.0,point
49,Vz_j,0.0,point
49,ddtheta_x,,point
49,ddtheta_y,,point
49,ddtheta_z,,point
49,ddx,,point
49,ddy,,point
49,ddz,,point
49,dtheta_x,,point
49,dtheta_y,,point
49,dtheta_z,,point
49,dx,,point
49,dy,,point
49,dz,,point
49,theta_x,,point
49,theta_y,,point
49,theta_z,,point
49,x,,point
49,y,,point
49,z,,point
50,Mx_i,-1.2265222430640272,point
50,Mx_j,1.2265222430640272,point
50,My_i,-0.0,point
50,My_j,0.0,point
50,Mz_i,16.552900545245052,point
50,Mz_j,-14.764137176752637,point
50,Vx_i,0.0,point
50,Vx_j,0.0,point
50,Vy_i,0.643949661059981,point
50,Vy_j,-0.643949661059981,point
50,Vz_i,0.0,point
50,Vz_j,0.0,point
50,ddtheta_x,,point
50,ddtheta_y,,point
50,ddtheta_z,,point
50,ddx,,point
50,ddy,,point
50,ddz,,point
50,dtheta_x,,point
50,dtheta_y,,point
50,dtheta_z,,point
50,dx,,point
50,dy,,point
50,dz,,point
50,theta_x,,point
50,theta_y,,point
50,theta_z,,point
50,x,,point
50,y,,point
50,z,,point
51,Mx_i,-1.225689590474527,point
51,Mx_j,1.225689590474527,point
51,My_i,-0.0,point
51,My_j,0.0,point
51,Mz_i,22.989483648428354,point
51,Mz_j,-17.475308151452275,point
51,Vx_i,0.0,point
51,Vx_j,0.0,point
51,Vy_i,1.9850872982130034,point
51,Vy_j,-1.9850872982130034,point
51,Vz_i,0.0,point
51,Vz_j,0.0,point
51,ddtheta_x,,point
51,ddtheta_y,,point
51,ddtheta_z,,point
51,ddx,,point
51,ddy,,point
51,ddz,,point
51,dtheta_x,,point
51,dtheta_y,,point
51,dtheta_z,,point
51,dx,,point
51,dy,,point
51,dz,,point
51,theta_x,,point
51,theta_y,,point
51,theta_z,,point
51,x,,point
51,y,,point
51,z,,point
52,Mx_i,-0.4672971250371263,point
52,Mx_j,0.4672971250371263,point
52,My_i,-0.0,point
52,My_j,0.0,point
52,Mz_i,28.00290399091538,point
52,Mz_j,-20.69971344163723,point
52,Vx_i,0.0,point
52,Vx_j,0.0,point
52,Vy_i,2.6291275647196177,point
52,Vy_j,-2.6291275647196177,point
52,Vz_i,0.0,point
52,Vz_j,0.0,point
52,ddtheta_x,,point
52,ddtheta_y,,point
52,ddtheta_z,,point
52,ddx,,point
52,ddy,,point
52,ddz,,point
52,dtheta_x,,point
52,dtheta_y,,point
52,dtheta_z,,point
52,dx,,point
52,dy,,point
52,dz,,point
52,theta_x,,point
52,theta_y,,point
52,theta_z,,point
52,x,,point
52,y,,point
52,z,,point
53,Mx_i,-0.28975493170125616,point
53,Mx_j,0.28975493170125616,point
53,My_i,-0.0,point
53,My_j,0.0,point
53,Mz_i,28.78126967259743,point
53,Mz_j,-22.116239875934294,point
53,Vx_i,0.0,point
53,Vx_j,0.0,point
53,Vy_i,2.399391531666476,point
53,Vy_j,-2.399391531666476,point
53,Vz_i,0.0,point
53,Vz_j,0.0,point
53,ddtheta_x,,point
53,ddtheta_y,,point
53,ddtheta_z,,point
53,ddx,,point
53,ddy,,point
53,ddz,,point
53,dtheta_x,,point
53,dtheta_y,,point
53,dtheta_z,,point
53,dx,,point
53,dy,,point
53,dz,,point
53,theta_x,,point
53,theta_y,,point
53,theta_z,,point
53,x,,point
53,y,,point
53,z,,point
54,Mx_i,0.8699248608253806,point
54,Mx_j,-0.4817962407461295,point
54,My_i,0.0,point
54,My_j,-0.0,point
54,Mz_i,9.197535465754615e-12,point
54,Mz_j,-9.197535465754615e-12,point
54,Vx_i,0.0,point
54,Vx_j,0.0,point
54,Vy_i,-0.32344051673270924,point
54,Vy_j,0.32344051673270924,point
54,Vz_i,0.0,point
54,Vz_j,0.0,point
54,ddtheta_x,,point
54,ddtheta_y,,point
54,ddtheta_z,,point
54,ddx,,point
54,ddy,,point
54,ddz,,point
54,dtheta_x,,point
54,dtheta_y,,point
54,dtheta_z,,point
54,dx,,point
54,dy,,point
54,dz,,point
54,theta_x,,point
54,theta_y,,point
54,theta_z,,point
54,x,,point
54,y,,point
54,z,,point
55,Mx_i,1.3305470579421317,point
55,Mx_j,0.7637955464719283,point
55,My_i,0.0,point
55,My_j,0.0,point
55,Mz_i,9.339601130385613e-12,point
55,Mz_j,-9.339601130385613e-12,point
55,Vx_i,0.0,point
55,Vx_j,0.0,point
55,Vy_i,-0.5268786426198893,point
55,Vy_j,0.5268786426198893,point
55,Vz_i,0.0,point
55,Vz_j,0.0,point
55,ddtheta_x,,point
55,ddtheta_y,,point
55,ddtheta_z,,point
55,ddx,,point
55,ddy,,point
55,ddz,,point
55,dtheta_x,,point
55,dtheta_y,,point
55,dtheta_z,,point
55,dx,,point
55,dy,,point
55,dz,,point
55,theta_x,,point
55,theta_y,,point
55,theta_z,,point
55,x,,point
55,y,,point
55,z,,point
56,Mx_i,0.15272868625001346,point
56,Mx_j,1.8459289260870573,point
56,My_i,0.0,point
56,My_j,0.0,point
56,Mz_i,8.77615031354152e-12,point
56,Mz_j,-8.77615031354152e-12,point
56,Vx_i,0.0,point
56,Vx_j,0.0,point
56,Vy_i,-0.5028069464998919,point
56,Vy_j,0.5028069464998919,point
56,Vz_i,0.0,point
56,Vz_j,0.0,point
56,ddtheta_x,,point
56,ddtheta_y,,point
56,ddtheta_z,,point
56,ddx,,point
56,ddy,,point
56,ddz,,point
56,dtheta_x,,point
56,dtheta_y,,point
56,dtheta_z,,point
56,dx,,point
56,dy,,point
56,dz,,point
56,theta_x,,point
56,theta_y,,point
56,theta_z,,point
56,x,,point
56,y,,point
56,z,,point
57,Mx_i,-0.716346655475171,point
57,Mx_j,1.1636343128390934,point
57,My_i,0.0,point
57,My_j,0.0,point
57,Mz_i,8.217446282290668e-12,point
57,Mz_j,-8.217446282290668e-12,point
57,Vx_i,0.0,point
57,Vx_j,0.0,point
57,Vy_i,-0.37273971446993553,point
57,Vy_j,0.37273971446993553,point
57,Vz_i,0.0,point
57,Vz_j,0.0,point
57,ddtheta_x,,point
57,ddtheta_y,,point
57,ddtheta_z,,point
57,ddx,,point
57,ddy,,point
57,ddz,,point
57,dtheta_x,,point
57,dtheta_y,,point
57,dtheta_z,,point
57,dx,,point
57,dy,,point
57,dz,,point
57,theta_x,,point
57,theta_y,,point
57,theta_z,,point
57,x,,point
57,y,,point
57,z,,point
58,Mx_i,-2.7683844862164158,point
58,Mx_j,2.7683844862164158,point
58,My_i,-0.0,point
58,My_j,0.0,point
58,Mz_i,13.833223576732196,point
58,Mz_j,-11.066361270870999,point
58,Vx_i,0.0,point
58,Vx_j,0.0,point
58,Vy_i,0.9960624616103384,point
58,Vy_j,-0.9960624616103384,point
58,Vz_i,0.0,point
58,Vz_j,0.0,point
58,ddtheta_x,,point
58,ddtheta_y,,point
58,ddtheta_z,,point
58,ddx,,point
58,ddy,,point
58,ddz,,point
58,dtheta_x,,point
58,dtheta_y,,point
58,dtheta_z,,point
58,dx,,point
58,dy,,point
58,dz,,point
58,theta_x,,point
58,theta_y,,point
58,theta_z,,point
58,x,,point
58,y,,point
58,z,,point
59,Mx_i,-2.8297537029865767,point
59,Mx_j,2.8297537029865767,point
59,My_i,-0.0,point
59,My_j,0.0,point
59,Mz_i,14.764137176752294,point
59,Mz_j,-11.539086382327918,point
59,Vx_i,0.0,point
59,Vx_j,0.0,point
59,Vy_i,1.1610089979207925,point
59,Vy_j,-1.1610089979207925,point
59,Vz_i,0.0,point
59,Vz_j,0.0,point
59,ddtheta_x,,point
59,ddtheta_y,,point
59,ddtheta_z,,point
59,ddx,,point
59,ddy,,point
59,ddz,,point
59,dtheta_x,,point
59,dtheta_y,,point
59,dtheta_z,,point
59,dx,,point
59,dy,,point
59,dz,,point
59,theta_x,,point
59,theta_y,,point
59,theta_z,,point
59,x,,point
59,y,,point
59,z,,point
60,Mx_i,-2.7711560239901214,point
60,Mx_j,2.7711560239901214,point
60,My_i,-0.0,point
60,My_j,0.0,point
60,Mz_i,17.475308151452886,point
60,Mz_j,-13.145606291454381,point
60,Vx_i,0.0,point
60,Vx_j,0.0,point
60,Vy_i,1.5586802001578608,point
60,Vy_j,-1.5586802001578608,point
60,Vz_i,0.0,point
60,Vz_j,0.0,point
60,ddtheta_x,,point
60,ddtheta_y,,point
60,ddtheta_z,,point
60,ddx,,point
60,ddy,,point
60,ddz,,point
60,dtheta_x,,point
60,dtheta_y,,point
60,dtheta_z,,point
60,dx,,point
60,dy,,point
60,dz,,point
60,theta_x,,point
60,theta_y,,point
60,theta_z,,point
60,x,,point
60,y,,point
60,z,,point
61,Mx_i,-2.3031656704394092,point
61,Mx_j,2.3031656704394092,point
61,My_i,-0.0,point
61,My_j,0.0,point
61,Mz_i,20.69971344163894,point
61,Mz_j,-15.159103729074257,point
61,Vx_i,0.0,point
61,Vx_j,0.0,point
61,Vy_i,1.9946035396949693,point
61,Vy_j,-1.9946035396949693,point
61,Vz_i,0.0,point
61,Vz_j,0.0,point
61,ddtheta_x,,point
61,ddtheta_y,,point
61,ddtheta_z,,point
61,ddx,,point
61,ddy,,point
61,ddz,,point
61,dtheta_x,,point
61,dtheta_y,,point
61,dtheta_z,,point
61,dx,,point
61,dy,,point
61,dz,,point
61,theta_x,,point
61,theta_y,,point
61,theta_z,,point
61,x,,point
61,y,,point
61,z,,point
62,Mx_i,-2.2038771220290427,point
62,Mx_j,2.2038771220290427,point
62,My_i,-0.0,point
62,My_j,0.0,point
62,Mz_i,22.116239875937765,point
62,Mz_j,-15.756108993548132,point
62,Vx_i,0.0,point
62,Vx_j,0.0,point
62,Vy_i,2.2896288006298633,point
62,Vy_j,-2.2896288006298633,point
62,Vz_i,0.0,point
62,Vz_j,0.0,point
62,ddtheta_x,,point
62,ddtheta_y,,point
62,ddtheta_z,,point
62,ddx,,point
62,ddy,,point
62,ddz,,point
62,dtheta_x,,point
62,dtheta_y,,point
62,dtheta_z,,point
62,dx,,point
62,dy,,point
62,dz,,point
62,theta_x,,point
62,theta_y,,point
62,theta_z,,point
62,x,,point
62,y,,point
62,z,,point
63,Mx_i,0.28071565883445215,point
63,Mx_j,-0.3356352574455005,point
63,My_i,0.0,point
63,My_j,-0.0,point
63,Mz_i,1.105208376684333e-11,point
63,Mz_j,-1.105208376684333e-11,point
63,Vx_i,0.0,point
63,Vx_j,0.0,point
63,Vy_i,0.045766332175873614,point
63,Vy_j,-0.045766332175873614,point
63,Vz_i,0.0,point
63,Vz_j,0.0,point
63,ddtheta_x,,point
63,ddtheta_y,,point
63,ddtheta_z,,point
63,ddx,,point
63,ddy,,point
63,ddz,,point
63,dtheta_x,,point
63,dtheta_y,,point
63,dtheta_z,,point
63,dx,,point
63,dy,,point
63,dz,,point
63,theta_x,,point
63,theta_y,,point
63,theta_z,,point
63,x,,point
63,y,,point
63,z,,point
64,Mx_i,0.7146984050991128,point
64,Mx_j,0.19862462465144937,point
64,My_i,0.0,point
64,My_j,0.0,point
64,Mz_i,1.1209237934753842e-11,point
64,Mz_j,-1.1209237934753842e-11,point
64,Vx_i,0.0,point
64,Vx_j,0.0,point
64,Vy_i,-0.22976679993724833,point
64,Vy_j,0.22976679993724833,point
64,Vz_i,0.0,point
64,Vz_j,0.0,point
64,ddtheta_x,,point
64,ddtheta_y,,point
64,ddtheta_z,,point
64,ddx,,point
64,ddy,,point
64,ddz,,point
64,dtheta_x,,point
64,dtheta_y,,point
64,dtheta_z,,point
64,dx,,point
64,dy,,point
64,dz,,point
64,theta_x,,point
64,theta_y,,point
64,theta_z,,point
64,x,,point
64,y,,point
64,z,,point
65,Mx_i,0.5372958520959659,point
65,Mx_j,0.8225010739302516,point
65,My_i,0.0,point
65,My_j,0.0,point
65,Mz_i,1.089833833119691e-11,point
65,Mz_j,-1.089833833119691e-11,point
65,Vx_i,0.0,point
65,Vx_j,0.0,point
65,Vy_i,-0.3420872769877276,point
65,Vy_j,0.3420872769877276,point
65,Vz_i,0.0,point
65,Vz_j,0.0,point
65,ddtheta_x,,point
65,ddtheta_y,,point
65,ddtheta_z,,point
65,ddx,,point
65,ddy,,point
65,ddz,,point
65,dtheta_x,,point
65,dtheta_y,,point
65,dtheta_z,,point
65,dx,,point
65,dy,,point
65,dz,,point
65,theta_x,,point
65,theta_y,,point
65,theta_z,,point
65,x,,point
65,y,,point
65,z,,point
66,Mx_i,-0.39249459426361955,point
66,Mx_j,0.29398531690382484,point
66,My_i,0.0,point
66,My_j,0.0,point
66,Mz_i,1.0587224717306712e-11,point
66,Mz_j,-1.0587224717306712e-11,point
66,Vx_i,0.0,point
66,Vx_j,0.0,point
66,Vy_i,0.08209106446649563,point
66,Vy_j,-0.08209106446649563,point
66,Vz_i,0.0,point
66,Vz_j,0.0,point
66,ddtheta_x,,point
66,ddtheta_y,,point
66,ddtheta_z,,point
66,ddx,,point
66,ddy,,point
66,ddz,,point
66,dtheta_x,,point
66,dtheta_y,,point
66,dtheta_z,,point
66,dx,,point
66,dy,,point
66,dz,,point
66,theta_x,,point
66,theta_y,,point
66,theta_z,,point
66,x,,point
66,y,,point
66,z,,point
67,Mx_i,-3.638309347037651,point
67,Mx_j,3.638309347037651,point
67,My_i,-0.0,point
67,My_j,0.0,point
67,Mz_i,11.066361270862078,point
67,Mz_j,-7.401177847915154,point
67,Vx_i,0.0,point
67,Vx_j,0.0,point
67,Vy_i,1.319502978344285,point
67,Vy_j,-1.319502978344285,point
67,Vz_i,0.0,point
67,Vz_j,0.0,point
67,ddtheta_x,,point
67,ddtheta_y,,point
67,ddtheta_z,,point
67,ddx,,point
67,ddy,,point
67,ddz,,point
67,dtheta_x,,point
67,dtheta_y,,point
67,dtheta_z,,point
67,dx,,point
67,dy,,point
67,dz,,point
67,theta_x,,point
67,theta_y,,point
67,theta_z,,point
67,x,,point
67,y,,point
67,z,,point
68,Mx_i,-3.6785045201813253,point
68,Mx_j,3.6785045201813253,point
68,My_i,-0.0,point
68,My_j,0.0,point
68,Mz_i,11.539086382328113,point
68,Mz_j,-7.749061606519055,point
68,Vx_i,0.0,point
68,Vx_j,0.0,point
68,Vy_i,1.3644471238107263,point
68,Vy_j,-1.3644471238107263,point
68,Vz_i,0.0,point
68,Vz_j,0.0,point
68,ddtheta_x,,point
68,ddtheta_y,,point
68,ddtheta_z,,point
68,ddx,,point
68,ddy,,point
68,ddz,,point
68,dtheta_x,,point
68,dtheta_y,,point
68,dtheta_z,,point
68,dx,,point
68,dy,,point
68,dz,,point
68,theta_x,,point
68,theta_y,,point
68,theta_z,,point
68,x,,point
68,y,,point
68,z,,point
69,Mx_i,-3.687680256712335,point
69,Mx_j,3.687680256712335,point
69,My_i,-0.0,point
69,My_j,0.0,point
69,Mz_i,13.145606291454918,point
69,Mz_j,-8.882924249789717,point
69,Vx_i,0.0,point
69,Vx_j,0.0,point
69,Vy_i,1.5346085040375836,point
69,Vy_j,-1.5346085040375836,point
69,Vz_i,0.0,point
69,Vz_j,0.0,point
69,ddtheta_x,,point
69,ddtheta_y,,point
69,ddtheta_z,,point
69,ddx,,point
69,ddy,,point
69,ddz,,point
69,dtheta_x,,point
69,dtheta_y,,point
69,dtheta_z,,point
69,dx,,point
69,dy,,point
69,dz,,point
69,theta_x,,point
69,theta_y,,point
69,theta_z,,point
69,x,,point
69,y,,point
69,z,,point
70,Mx_i,-3.4327479410484623,point
70,Mx_j,3.4327479410484623,point
70,My_i,-0.0,point
70,My_j,0.0,point
70,Mz_i,15.159103729074419,point
70,Mz_j,-9.979981227285595,point
70,Vx_i,0.0,point
70,Vx_j,0.0,point
70,Vy_i,1.864536307660589,point
70,Vy_j,-1.864536307660589,point
70,Vz_i,0.0,point
70,Vz_j,0.0,point
70,ddtheta_x,,point
70,ddtheta_y,,point
70,ddtheta_z,,point
70,ddx,,point
70,ddy,,point
70,ddz,,point
70,dtheta_x,,point
70,dtheta_y,,point
70,dtheta_z,,point
70,dx,,point
70,dy,,point
70,dz,,point
70,theta_x,,point
70,theta_y,,point
70,theta_z,,point
70,x,,point
70,y,,point
70,z,,point
71,Mx_i,-3.3675114348659942,point
71,Mx_j,3.3675114348659942,point
71,My_i,-0.0,point
71,My_j,0.0,point
71,Mz_i,15.75610899355632,point
71,Mz_j,-10.431566178940418,point
71,Vx_i,0.0,point
71,Vx_j,0.0,point
71,Vy_i,1.9168890861561347,point
71,Vy_j,-1.9168890861561347,point
71,Vz_i,0.0,point
71,Vz_j,0.0,point
71,ddtheta_x,,point
71,ddtheta_y,,point
71,ddtheta_z,,point
71,ddx,,point
71,ddy,,point
71,ddz,,point
71,dtheta_x,,point
71,dtheta_y,,point
71,dtheta_z,,point
71,dx,,point
71,dy,,point
71,dz,,point
71,theta_x,,point
71,theta_y,,point
71,theta_z,,point
71,x,,point
71,y,,point
71,z,,point
72,Mx_i,-0.8890306419076816,point
72,Mx_j,1.029345943120949,point
72,My_i,0.0,point
72,My_j,0.0,point
72,Mz_i,1.032528867621327e-11,point
72,Mz_j,-1.032528867621327e-11,point
72,Vx_i,0.0,point
72,Vx_j,0.0,point
72,Vy_i,-0.11692941767772294,point
72,Vy_j,0.11692941767772294,point
72,Vz_i,0.0,point
72,Vz_j,0.0,point
72,ddtheta_x,,point
72,ddtheta_y,,point
72,ddtheta_z,,point
72,ddx,,point
72,ddy,,point
72,ddz,,point
72,dtheta_x,,point
72,dtheta_y,,point
72,dtheta_z,,point
72,dx,,point
72,dy,,point
72,dz,,point
72,theta_x,,point
72,theta_y,,point
72,theta_z,,point
72,x,,point
72,y,,point
72,z,,point
73,Mx_i,-1.4949176416169998,point
73,Mx_j,0.010687490696760893,point
73,My_i,0.0,point
73,My_j,0.0,point
73,Mz_i,1.2743288699956894e-11,point
73,Mz_j,-1.2743288699956894e-11,point
73,Vx_i,0.0,point
73,Vx_j,0.0,point
73,Vy_i,0.37339123293590915,point
73,Vy_j,-0.37339123293590915,point
73,Vz_i,0.0,point
73,Vz_j,0.0,point
73,ddtheta_x,,point
73,ddtheta_y,,point
73,ddtheta_z,,point
73,ddx,,point
73,ddy,,point
73,ddz,,point
73,dtheta_x,,point
73,dtheta_y,,point
73,dtheta_z,,point
73,dx,,point
73,dy,,point
73,dz,,point
73,theta_x,,point
73,theta_y,,point
73,theta_z,,point
73,x,,point
73,y,,point
73,z,,point
74,Mx_i,0.4732581418233677,point
74,Mx_j,-2.339210781848047,point
74,My_i,0.0,point
74,My_j,-0.0,point
74,Mz_i,1.2786835374437797e-11,point
74,Mz_j,-1.2786835374437797e-11,point
74,Vx_i,0.0,point
74,Vx_j,0.0,point
74,Vy_i,0.4694220478049507,point
74,Vy_j,-0.4694220478049507,point
74,Vz_i,0.0,point
74,Vz_j,0.0,point
74,ddtheta_x,,point
74,ddtheta_y,,point
74,ddtheta_z,,point
74,ddx,,point
74,ddy,,point
74,ddz,,point
74,dtheta_x,,point
74,dtheta_y,,point
74,dtheta_z,,point
74,dx,,point
74,dy,,point
74,dz,,point
74,theta_x,,point
74,theta_y,,point
74,theta_z,,point
74,x,,point
74,y,,point
74,z,,point
75,Mx_i,1.6434054905330016,point
75,Mx_j,-1.3522536671417813,point
75,My_i,0.0,point
75,My_j,-0.0,point
75,Mz_i,9.1214238682231e-12,point
75,Mz_j,-9.1214238682231e-12,point
75,Vx_i,0.0,point
75,Vx_j,0.0,point
75,Vy_i,-0.24262651949268368,point
75,Vy_j,0.24262651949268368,point
